Name of application;Domains;Website;Where it works;TRL level;Disease;Link AppStore;Link Google Play;Icon App Link;Description
MyTherapy;Medication Management;https://www.mytherapyapp.com/;iOS, Android, Website;8;Mental Health;https://itunes.apple.com/gb/app/mytherapy-meds-pill-reminder/id662170995?mt=8;https://play.google.com/store/apps/details?id=eu.smartpatient.mytherapy&referrer=utm_source%3Dwebsite-en;https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/5c/fb/e0/5cfbe07a-f442-6e6a-fa5e-360a882f2bd5/AppIcon-0-0-1x_U007epad-0-0-0-85-220.png/246x0w.webp;Medication reminder and health tracker.
Noom;weight management,diet tracking, psychological principles and personalized coaching;https://www.noom.com/ ;Web, Android & iOS;between TRL 8 & TRL 9;Prevention;https://apps.apple.com/us/app/noom-healthy-weight-loss-plan/id634598719 ;https://play.google.com/store/apps/details?id=com.wsl.noom ;https://play-lh.googleusercontent.com/1N-ub7jErxCHtSIanMlAbQcALjjHePAoE5BW3UETji87V_5PZb1El9g-OuL-_NNmSw=s48-rw ;It is a comprehensive health and wellness app designed to assist users in achieving their weight loss and lifestyle goals through a combination of personalized coaching, behavior change techniques, and health education.
Omada; Diabetes Prevention, Weight Management;https://www.omadahealth.com/;iOS, Android, Website;8;Diabetes;https://apps.apple.com/us/app/omada/id805711008;https://play.google.com/store/apps/details?id=com.omada.prevent&hl=en;https://play-lh.googleusercontent.com/DC_3qoJ3MiURYWdMDjyrBOM2QjqHOqKnA8xvY9AQhfvdwKeRgOB1U-RdGQE5CQDwKw=w240-h480-rw;Digital lifestyle change program for chronic disease prevention.
ONCOassist;Providing tools and resources;https://oncoassist.com/;Web, Android & iOS;TRL 7;Cancer;https://apps.apple.com/us/app/oncoassist/id558299114  ;https://play.google.com/store/apps/details?id=com.oncoassist.core  ;https://play-lh.googleusercontent.com/AfXUHCFyPCr0O9Qo07Dd7pRYlJcRo4E8tfAQp78bQnzLj0tliH_LPDbfSw0D1vMRsa5O=w240-h480-rw  ;It is a digital health application designed to support oncologists and cancer patients by providing tools and resources to assist with cancer management and treatment decisions. The app offers various features to help healthcare professionals and patients navigate the complexities of cancer care.
OncoBuddy ;Cancer Detection;https://www.oncobuddy.app/;Web & Android ;TRL 8;Cancer;-;OncoBuddy: The Cancer Care App - Apps on Google Play;https://play-lh.googleusercontent.com/LkgC7JaDGBXUlPLe1c7Bt7ALLaTpr2q2ZNqhzwQrL4I2rPpnJbTc7cQcU-mkIvSYwYuk=s48-rw;OncoBuddy is a mobile application designed to support cancer patients and caregivers throughout their cancer journey. The app provides a platform for users to connect with oncology professionals and other patients, offering access to expert advice and emotional support. OncoBuddy features tools for tracking symptoms, managing appointments, and organizing treatment schedules. It also offers educational resources to help users understand their diagnosis and treatment options. The app aims to improve communication between patients and healthcare providers, facilitate peer support, and empower patients with information and tools to manage their care more effectively.
OncoPower;Cancer Care and Support ;https://oncopower.org/;Web, Android & iOS;TRL 7;Cancer;OncoPower on the App Store;Oncopower – Aplicații pe Google Play;https://play-lh.googleusercontent.com/l1AKsiIK5oLuJVffHUUVtDESlqRZW1MjGdoqZ5ngAtv_uFxylUf2glQJ-qc2zJp7wg=w240-h480-rw;OncoPower is an oncology-focused app that supports cancer patients and their care teams by providing access to treatment information, clinical trials, and a community of peers. It offers features like medication tracking, symptom monitoring, and direct communication with healthcare professionals to enhance personalized cancer care and support.
One Drop;Health, Diabetes Management;https://onedrop.today/;Web, Android & iOS;9;Diabet;https://apps.apple.com/us/app/one-drop-better-health-today/id972238816 ;https://play.google.com/store/apps/details?id=today.onedrop.android&hl=en;https://play-lh.googleusercontent.com/VTNnx65PGcNribYolUtdx4UDdhov3oW_3Uz1EteW8MQFosa0cYoCi9tS82y4PQeAIQ=w240-h480-rw;It provides blood glucose monitoring, a food and activity log, and personalized advice.
Features: Synchronization with glucose meters, detailed analytics, coaching program.
OneTouch Reveal;Blood Glucose Tracking;https://onetouchreveal.com/;Web, Android & iOS;TRL 9;Diabet;OneTouch Reveal® app on the App Store;​OneTouch Reveal® app - Apps on Google Play;https://play-lh.googleusercontent.com/zCc4-hLJVwb_nVNVcO2ynYU9fT2L2umYCMWZ6OC5VaynC_J7bdvkz5rumrkRxKZ9P2w=w240-h480-rw;OneTouch Reveal is an app for managing diabetes, offering features to track blood glucose, medication, meals, and physical activity, with detailed reports and insights.
Oviva;Diabetes Management, Nutrition;https://oviva.com/global/en/;iOS, Android, Website;8;Cardio;https://apps.apple.com/gb/app/oviva/id899484812;https://play.google.com/store/apps/details?id=com.rementr&hl=en_US;https://play-lh.googleusercontent.com/wGzpeZwBZQti20W6JlT2KVINznP8seh2rbkha885Pjtlr_tAdedJfSOeN-NCbsXw1Gc=w240-h480-rw;Digital health app focusing on dietary advice and management for diabetes and weight control.
Owise;Health and Cancer Care;https://owise.uk/;Web, Android & iOS;8;Cancer;https://apps.apple.com/us/app/owise-breast-cancer-support/id558158100;https://play.google.com/store/apps/details?id=nl.onesixty.owise&hl=ro;https://play-lh.googleusercontent.com/_1PJ5vRwsbBdX8pBSyfykOFrf45Jc3iv3Cw190AHzLhuUAebOJ5b3w1j0UjmxZYUk0PK=w240-h480-rw;It offers personalized support for breast cancer patients.
Features: Treatment tracking, personalized reports, educational resources, connection with the medical team.
OWise Breast Cancer Support;Breast Cancer;https://owise.uk/;Web, Android & iOS;TRL 8;Cancer;https://apps.apple.com/us/app/owise-breast-cancer-support/id558158100;https://play.google.com/store/apps/details?id=nl.onesixty.owise;https://play-lh.googleusercontent.com/_1PJ5vRwsbBdX8pBSyfykOFrf45Jc3iv3Cw190AHzLhuUAebOJ5b3w1j0UjmxZYUk0PK=w240-h480-rw;The focuses on providing personalized support, information, and resources to help users manage their breast cancer journey more effectively.
OWise Prostate Cancer Support;Prostate Cancer;https://owise.uk/  ;Web, Android & iOS;TRL 7;Cancer;https://apps.apple.com/us/app/owise-prostate-cancer-support/id1536593910;https://play.google.com/store/apps/details?id=com.pxhealthcare.owise2.app  ;https://play-lh.googleusercontent.com/L0tNjIeLLFI7BAC23fG2ESy34WclYV_09xVQmB6PgGCE6xtyj4BtRDNR0VBdwj2SVGQ=w240-h480-rw;It provides personalized support, information, and resources tailored to help manage the complexities of prostate cancer care.
PEPID;medical source;https://pepid.com/;Windows, Android & iOS;TRL 9;Prevention;https://apps.apple.com/ph/app/pepid/id955554418;https://play.google.com/store/apps/details?id=pepid.android&hl=ro&gl=US;https://play-lh.googleusercontent.com/28nA3dQ0I8FMLIOuCz1qnck3OX4cpW1f4muFMgLWOWOyQiHhDcfRQVj_Zd6IkhBbbk1w=s48-rw;The leading app for evidence-based clinical and drug information resources for point-of-care decision making.
PTSD Coach;support;https://mobile.va.gov/app/ptsd-coach ;Web, Android & iOS;around TRL 9;Mental Health;https://apps.apple.com/us/app/ptsd-coach/id430646302 ;https://play.google.com/store/apps/details?id=is.vertical.ptsdcoach ;https://play-lh.googleusercontent.com/3p3YIB3T0npnkmtimRAndSlccCY1yp9R6Fh1o2l9-6tYiRsbchHT5hsGXn7huhYRkg=w240-h480-rw ;It is a mobile app developed by the U.S. Department of Veterans Affairs and the Department of Defense. It is designed to provide support and resources for individuals dealing with Post-Traumatic Stress Disorder (PTSD). The app is intended for veterans, active duty service members, and others affected by trauma, but can be beneficial for anyone experiencing PTSD symptoms.
PulsePoint Respond;emergency response enhancement;https://www.pulsepoint.org/pulsepoint-respond ;Web, Android & iOS;between TRL 8 & TRL 9;Cardio;https://apps.apple.com/us/app/pulsepoint-respond/id500772134 ;https://play.google.com/store/apps/details?id=mobi.firedepartment ;https://play-lh.googleusercontent.com/7_SMsQt34q_BgtRVZgx3f5GYqc8A0wnrMxdOQ15FbX6AVN58AMjLfAIWyVm2wN-ZgQ=s48-rw ;It is a mobile app designed to enhance community response to cardiac emergencies by connecting trained individuals with real-time emergency situations. Developed by the PulsePoint Foundation, the app aims to improve survival rates for sudden cardiac arrest (SCA) by leveraging community resources and technology.
Qardio;range of smart health monitoring devices;https://www.qardio.com/ ;Web, Android & iOS;TRL 8;Cardio;https://apps.apple.com/us/app/qardio-heart-health/id855275752 ;https://play.google.com/store/apps/details?id=com.getqardio.android ;https://play-lh.googleusercontent.com/tgD7ERyGX9J9VIO9VgPlbCPZHrWre64xXQXOsYe6GcIllUw0eTN93GjZz0_ISZgHomE=s48-rw ;It is a digital health company that offers a range of connected health devices and a comprehensive app to help users monitor and manage their cardiovascular health.
Reflectly;support;https://reflectly.app/ ;Web, Android & iOS;around TRL 9;Mental Health;https://apps.apple.com/us/app/reflectly-journal-ai-diary/id1241229134 ;https://play.google.com/store/apps/details?id=com.reflectlyApp ;https://play-lh.googleusercontent.com/lxYw_9uUDkLSKdRhlAuSf0Pzrfzl9eUIFMwZ2O67XS9ujERjmSrkLbZDKyak_fMOtB0=w240-h480-rw ;It is a journaling app that uses artificial intelligence to help users reflect on their daily experiences and improve their mental well-being.
Remente;Mental Health, Self-Improvement;https://www.remente.com/;iOS, Android, Website;8;Mental Health;https://apps.apple.com/ro/app/remente-self-care-wellbeing/id961633456?l=ro;https://play.google.com/store/apps/details?id=com.remente.app&hl=ro;https://play-lh.googleusercontent.com/8OinW-77LBJIvELycMeGVU7Bp2gcKWjNNAlJ6weqNTe7tMvJc4hg5MPrUBrKnDFLZEoC=w240-h480-rw;Personal development and mental well-being app.
RunKeeper;activity tracking, performance metrics, goal setting and training plans;https://runkeeper.com/cms/ ;Web, Android & iOS;between TRL 8 & TRL 9;Prevention;https://apps.apple.com/us/app/asics-runkeeper-run-tracker/id300235330 ;https://play.google.com/store/apps/details?id=com.fitnesskeeper.runkeeper.pro ;https://play-lh.googleusercontent.com/6E8NcQQijI7tPgtkBcZ8OnES_jVsrEdLpC_mH_1kGQRAb3uSzKUp8HxiGTqnUXucaa4=s48-rw ;It is a popular mobile app designed for tracking running, walking, and other fitness activities. Developed by ASICS, RunKeeper helps users monitor their workouts, set fitness goals, and improve their performance over time.
SkinVision ;Skin Cancer Melanome Detection;https://www.skinvision.com/;Web, Android & iOS;TRL 9;Cancer;SkinVision - Find Skin Cancer on the App Store;SkinVision - Find Skin Cancer - Apps on Google Play;https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/b1/06/02/b10602c3-ca82-e9f4-d4b7-18d1c802edbf/AppIcon-1x_U007emarketing-0-5-0-0-sRGB-85-220-0.png/246x0w.webp;SkinVision is an app that uses AI to assess skin images for signs of skin cancer. It provides users with risk assessments and guidance on whether to seek medical evaluation, helping with early detection and monitoring of skin conditions.
Sleep Cycle;sleep tracking and analysis, smart alarm, sleep quality analysis;https://www.sleepcycle.com/;Web, Android & iOS;TRL 9;Prevention;https://apps.apple.com/us/app/sleep-cycle-tracker-sounds/id320606217;https://play.google.com/store/apps/details?id=com.northcube.sleepcycle ;https://play-lh.googleusercontent.com/dar3zPlTbJYfHtH0hG4WOOK28ujJTj5kz51SwDuZc-HrmSgjZyavEDY_k4jmiJ9QwFo=w240-h480-rw ;It is a mobile app designed to improve sleep quality by tracking sleep patterns and waking users during the lightest sleep phase. Developed by Sleep Cycle AB, the app uses advanced algorithms to analyze sleep data and provide personalized insights and recommendations for better sleep.
Sleepio;insomnia;https://www.sleepio.com/sleepio/welcomeint/400#1/1;iOS, Android, Website;8;Mental Health;https://apps.apple.com/gb/app/sleepio/id1538191784;https://play.google.com/store/apps/details?id=com.bighealth.sleepio.platgen.production&hl=en;https://play-lh.googleusercontent.com/3W4aUFgGELH7teHXDg4kFrd8bpmK7_s-06ciJFuGQFRMm2Oi96T8TUlqve5A8dFQPw=w240-h480-rw;Digital sleep improvement program based on cognitive behavioral therapy for insomnia.
SmartBP;blood rressure monitoring and management;https://smartbusinessplan.de/;Web, Android & iOS;around TRL 9;Cardio;https://apps.apple.com/us/app/blood-pressure-app-smartbp/id519076558 ;https://play.google.com/store/apps/details?id=com.smartbloodpressure ;https://play-lh.googleusercontent.com/rHs56Ux0AaHFJ-sM6P4kM0QUEWp66QK_cpQROuJSzaUd6u53hhBdKxC7h6m4kMWGUGE=w240-h480-rw ;It is a mobile application designed to help users monitor and manage their blood pressure and overall cardiovascular health. It provides a user-friendly interface for tracking blood pressure readings, managing hypertension, and obtaining insights into cardiovascular health.
Smiling Mind;mental improvement;https://www.smilingmind.com.au/ ;Web, Android & iOS;TRL 8;Mental Health;https://apps.apple.com/us/app/smiling-mind-mental-wellbeing/id560442518 ;https://play.google.com/store/apps/details?id=com.smilingmind.app ;https://play-lh.googleusercontent.com/ZAgimOBpVSH0F1ktn2W5R-9npvPJIfwUxKLOCNUeCWxQORRZOYYPp1xkJveRmRwS8Q=w240-h480-rw ;It is a mental health and well-being app designed to provide mindfulness and meditation practices aimed at improving mental health and emotional well-being. Developed by a non-profit organization in Australia, it offers a range of tools and programs suitable for different age groups, including children, adolescents, and adults.
SocialDiabetes;Assist individuals in managing their diabetes;https://www.socialdiabetes.com/ ;Web & Android;TRL 8;Diabet;-;https://play.google.com/store/apps/details?id=com.socialdiabetes.android  ;https://play-lh.googleusercontent.com/YHOXKgwyXC9IJo0xsnCmrCi4RvRcmUI_bhfGcTjoS8c-Qd0DKG-po2d9_wmXBnzqJA=s48-rw  ;The app provides tools for tracking blood glucose levels, medication, diet, and physical activity. It also offers data analysis and insights to help users understand their health trends and make informed decisions.
somnio;Nonorganic insomnia, Difficulty falling asleep and staying asleep;https://app.somn.io/;Android & iOS & web app;TRL 8;Mental Health;https://apps.apple.com/de/app/somnio/id1523016446;https://play.google.com/store/apps/details?id=de.mementor.somnio;https://play-lh.googleusercontent.com/Wk0NivRleYfSzGFFg2LDHGeEJ9VTb_zxlp2LyHpPxt9J807tS36LqM0daTrzd4YmzSA=w240-h480-rw;somnio is the first prescription app approved for insomnia patients.
Strava;activity tracking, training and analysis;https://www.strava.com/ ;Web, Android & iOS;between TRL 8 & TRL 9;Prevention;https://apps.apple.com/us/app/strava-run-bike-hike/id426826309 ;https://play.google.com/store/apps/details?id=com.strava ;https://play-lh.googleusercontent.com/j-ZV144PlVuTVsLuBzIKyEw9CbFnmWw9ku2NJ1ef0gZJh-iiIN1nrNPmAtvgAteyDqU=w240-h480-rw ;It is a comprehensive social network and platform for athletes, particularly those engaged in running and cycling. It provides a suite of tools for tracking, analyzing, and sharing workouts, fostering a vibrant community of fitness enthusiasts.
SuperBetter;support;https://superbetter.com/ ;Web, Android & iOS;TRL 8;Mental Health;https://apps.apple.com/us/app/superbetter-mental-health/id536634968 ;https://play.google.com/store/apps/details?id=com.superbetter.paid ;https://play-lh.googleusercontent.com/_7zjhBIJp4fwgGkvamHxKwQqUS1LkriXvYWqae8N_72_qOy6poFq1Vergk2ElNQy0w=w240-h480-rw ;It is a unique mental health and well-being app that uses gameful principles to help users build resilience, manage challenges, and achieve personal goals. Developed by Jane McGonigal, a game designer and author known for her work on the psychology of gaming, SuperBetter employs elements of game design to encourage positive behavior changes and improve mental health.
Talkspace Therapy & Counseling;online therapy;https://www.talkspace.com/;Web, Android & iOS;around TRL 9;Mental Health;https://apps.apple.com/us/app/talkspace-therapy-and-support/id661829386;https://play.google.com/store/apps/details?id=com.talkspace.talkspaceapp&hl=en_US;https://play-lh.googleusercontent.com/9iGhFnz0VY9Mq2Hh8yBFYwiKr0VohJLFlJIHiI_7uWgP4zdCAlDjC8sEAON__yNwaicW=w240-h480-rw;Get matched with a licensed therapist in your state from the comfort of your device and message via text, audio, and video.
Teladoc Health;communication with doctors;https://www.teladochealth.com/;Web, Android & iOS;around TRL 9;Prevention;https://apps.apple.com/us/app/teladoc-health-telehealth/id656872607?mt=8;https://play.google.com/store/apps/details?id=com.teladoc.members&hl=en_US;https://play-lh.googleusercontent.com/NE0V0xBb33K-7U_I55f2uWZDXTpP8ZUaD0kHhpb__3DU0g2qNOveDnMm5IRRdJN_FwQ=w240-h480-rw;You’ll find what you need to get well—like 24/7 care—alongside primary care, therapy and programs proven to keep you well.
The Cancer Coach ;Symptoms Tracking and Support ;https://www.thecancercoach.org/programmes/;Web, Android & iOS;TRL 9;Cancer;The Cancer Coach on the App Store;The Cancer Coach - Apps on Google Play;https://play-lh.googleusercontent.com/Xh6ny3coxDS5OFPLYPo30yTAgzMsCgJRFPKmanrb0sPzSLcCqOxozUTRu-yHPwP0T7IR=w240-h480-rw;My Cancer Coach is an app that provides personalized cancer information based on the user's specific diagnosis. It offers educational resources, treatment tracking, and tools for managing side effects, helping patients navigate their cancer journey with tailored support.
Tidepool;Health, Diabetes Management;https://www.tidepool.org/;Web, Android & iOS;8;Diabet ;https://apps.apple.com/us/app/tidepool-mobile/id1026395200 ;https://play.google.com/store/apps/details?id=io.tidepool.urchin&hl=en_US ;https://play-lh.googleusercontent.com/2BB9JTkmaC9dT2HFoxP3WauAgxh-2md2mN4hO1XxHz9LnR1hj8kriR1JW11EzjLoHXXL=w240-h480-rw;It offers an open-source platform for diabetes monitoring, integrating data from various devices.
Features: Synchronization with insulin pumps, CGMs, and glucose meters; detailed reports.
Untire;Malignant neoplasm of the mammary gland [mamma];-;Android & iOS;TRL 8;Cancer;https://apps.apple.com/de/app/untire-ersch%C3%B6pfung-und-krebs/id1600227045;https://play.google.com/store/apps/details?id=com.tiredofcancer.de;https://play-lh.googleusercontent.com/NK236mnHTCXh_krGPMZyuM6FyZICiyj4Pg7LFjEW9RKcJdQAlSZv67UgwC1jTYkn0g=w240-h480-rw;Anointing is a solution for cancer fatigue. The program will help you regain your energy and reduce your fatigue.
UpToDate;medical source;https://www.wolterskluwer.com/en/solutions/uptodate/uptodate/mobile;Web, Android & iOS;TRL 9;Prevention;https://apps.apple.com/us/app/uptodate/id334265345?ign-mpt=uo%3D4;https://play.google.com/store/apps/details?id=com.uptodate.android;https://play-lh.googleusercontent.com/3wd1KjbgZpmS6ya09i62jvkRzRXPoEGWSMldomWiUbiNfEecTtBi-ZO2tbv_cdo9Rdg=w240-h480-rw;UpToDate is the leading clinical decision support resource for evidence-based clinical information.
velibra;Agoraphobia: With panic disorder, Social phobias, Panic disorder [episodic paroxysmal anxiety], Generalized anxiety disorder;https://de.velibra.com/;Web app;TRL 8;Mental Health;-;-;https://diga.bfarm.de/images/velibra.png;Developed by doctors and psychotherapists, velibra uses cognitive behavioral therapy approaches to help you live better with your fears.
VisualDx;diagnostic;https://www.visualdx.com/about-visualdx/;Web, Android & iOS;TRL 8;Prevention;https://apps.apple.com/us/app/visualdx/id348177521;https://play.google.com/store/apps/details?id=com.visualdx.android&hl=en_US;https://play-lh.googleusercontent.com/iPscSojtyX4KtwQKiTkyjLELw8zf5padpRXb_F2QqUfoVHlh1P46AnoJahLKUZ-tKRA=w240-h480-rw;VisualDx is a visual reference tool for medical professionals that leverages AI technology and a comprehensive image atlas to improve medical decision-making worldwide.
vorvida;Mental and behavioral disorders caused by alcohol: Harmful use, Mental and behavioral disorders caused by alcohol: dependence syndrome;https://de.vorvida.com/;Web app;TRL 8;Mental Health;-;-;https://digitalepatientenhilfe.de/wp-content/uploads/2023/03/VorvidaLogo.png;vorvida is your online companion that supports you in dealing with alcohol consciously.
VOS: Mental Health, AI Therapy ;Mental Health ;https://vos.health/en/;Web, Android & iOS;TRL 7;Mental Health;VOS: Mental Health, AI Therapy on the App Store;VOS: Mental Health, AI Therapy - Apps on Google Play;https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/67/9f/27/679f2788-ca9b-8081-995e-6687edf5016f/AppIcon-original-0-0-1x_U007epad-0-85-220.png/246x0w.webp;VOS: Mental Health, AI Therapy is an advanced digital platform that utilizes artificial intelligence to provide personalized mental health support and therapy. It offers AI-driven conversations, self-help tools, and therapeutic exercises designed to assist users in managing their mental well-being. The app aims to deliver tailored, accessible therapy and emotional support through intelligent, adaptive interactions.
WaterMinder;hydration tracking, reminders and notifications;https://waterminder.com/ ;Web, Android & iOS;between TRL 8 & TRL 9;Prevention;https://apps.apple.com/us/app/water-tracker-by-waterminder/id653031147 ;https://play.google.com/store/apps/details?id=com.funnmedia.waterminder ;https://play-lh.googleusercontent.com/yjV-py7NP4xnXGt58J8S8jTOWyl1Ztv30tE4Q5awLFjmpZuv7ThiYwh3O6bt243c-A=w240-h480-rw ;It is an app designed to help users track and manage their daily water intake to ensure proper hydration. It offers a range of features aimed at encouraging users to meet their hydration goals and maintain a healthy lifestyle.
WebMD;Medical Resource App;https://www.webmd.com/;Web, Android & iOS;around TRL 9;Prevention;https://apps.apple.com/us/app/webmd-symptom-checker/id295076329;https://play.google.com/store/apps/details?id=com.webmd.android&hl=en_US;https://play-lh.googleusercontent.com/Wg9aaBdA6X4IagSnb4b8en4XxYgiR0X5ZGCokNwRbhky8sd_ZQdjorvQBk9Sb63pDUQ=w240-h480-rw;Coronavirus / COVID-19 Outbreak: Tap the card on our home screen for the latest updates on the 2020 coronavirus outbreak.
Wellframe;care management and coordination, chronic disease management;https://www.wellframe.com/ ;Web & iOS;between TRL 8 & TRL 9;Cardio;https://apps.apple.com/us/app/wellframe/id578550282 ;-;https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/b1/af/c5/b1afc5b9-6249-012c-1fa4-6bb7d06d60be/AppIcon-1x_U007emarketing-0-0-0-10-0-0-85-220-0.png/230x0w.webp ;It offers a mobile and web-based platform aimed at improving the management of chronic conditions, patient engagement, and care coordination. It is designed to provide patients with tools and support to better manage their health while facilitating communication between patients and healthcare providers.
Welltory: Heart Rate Monitor;heart monitoring;https://welltory.com/;Web, Android & iOS;around TRL 9;Cardio;https://apps.apple.com/us/app/welltory-heart-rate-monitor/id1074367771;https://play.google.com/store/apps/details?id=com.welltory.client.android;https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/af/32/77/af3277f9-6fb8-29e9-c312-444f85292ecb/AppIcon_free-0-0-1x_U007ephone-0-0-85-220.png/246x0w.webp;Stress Level, BP & HRV Tracker.
Withings Health Mate;Cardiovascular Health;https://account.withings.com/new_workflow/login?r=https%3A%2F%2Fhealthmate.withings.com%2F&appname=hmw;Web, Android  & iOS;9;Cardio;https://apps.apple.com/us/app/withings-health-mate/id542701020;https://play.google.com/store/apps/details?id=com.withings.wiscale2&hl=en;https://play.google.com/store/apps/details?id=com.withings.wiscale2&hl=en;Withings Health Mate works with Withings devices to monitor blood pressure, heart rate, and other aspects of health. The app provides detailed reports and offers advice for improving cardiovascular health.
Woebot Health;Mental Health, with a Focus on Digital Therapy and Emotional Support;https://woebothealth.com/;Web, Android & iOS;9;Mental Health;https://apps.apple.com/us/app/woebot-the-mental-health-ally/id1305375832;https://play.google.com/store/apps/details?id=com.woebot&hl=ro;https://play-lh.googleusercontent.com/_QF1LrB8D9xbYBVjjgKdWV5bSahpPOmMRUQ0NPrYuzq4eKHwkKZ_PE2aD8w6rsbwBA=w240-h480-rw;An AI chatbot that provides emotional support and CBT-based techniques.
Features: Daily conversations for mood tracking, CBT-based exercises, mental health resources.
Wysa;Anxiety, therapy chatbot;https://www.wysa.com/;Web, Android & iOS;TRL 9;Mental Health;https://apps.apple.com/us/app/wysa-mental-health-support/id1166585565;https://play.google.com/store/apps/details?id=bot.touchkin&hl=en_US;https://play-lh.googleusercontent.com/_2t27Nwv0sJgq3XsUCP-haxf0C17xzIEVtO4Pfrp_cSJG-VJAWzIC0DAlVF2kEx8ol2M=s48-rw;Wysa is packed with daily spiritual meditation that improves mental health and is also a perfect way to bond over family meditation.
YAZIO;calorie and nutrition tracking, health insights and reports;https://www.yazio.com/en ;Web, Android & iOS;around TRL 9;Prevention;https://apps.apple.com/us/app/yazio-calorie-counter-diet/id946099227 ;https://play.google.com/store/apps/details?id=com.yazio.android;https://play-lh.googleusercontent.com/0lsA4kpphpaGgnA_MC_eNgC7VYtO9oXxblx_TPK8rRjpeWDDf_791wNUh5aOKJkR8Q=w240-h480-rw ;It is a diet and lifestyle management app that helps users achieve their health and fitness goals by tracking their nutrition, physical activities, and other aspects of well-being.
Youper;support;https://www.youper.ai/ ;Web, Android & iOS;TRL 8;Mental Health;https://apps.apple.com/us/app/youper-cbt-therapy-chatbot/id1060691513 ;https://play.google.com/store/apps/details?id=br.com.youper ;https://play-lh.googleusercontent.com/_0v_dDm_VqcAPfFbWlga7HhFftNVr2D-SIPaULwbbgi4OT-gAOHoa6Nw6EbFUmHtDI0=w240-h480-rw ;It is a mental health app designed to help users manage their emotional well-being through conversational AI and therapeutic exercises.
ZenOnco Cancer Care;Providing comprehensive services and resources;https://zenonco.io/  ;Web & Android;around TRL 8;Cancer;-;https://play.google.com/store/apps/details?id=com.zenonco.cancer  ;https://play-lh.googleusercontent.com/mDd_tmMsxN7PIQUqG8pvTU62toas04smYalTtyoDr7Yl0AYNIIGCOfLZ1SK8AzWsW7N-=w240-h480-rw  ;It is an integrated cancer care platform designed to support cancer patients by providing comprehensive services and resources. It aims to enhance the overall cancer care experience through a combination of medical support, wellness programs, and patient empowerment tools.
Zocdoc;Appointment Scheduling, Telemedicine;https://www.zocdoc.com/;iOS, Android, Website;9;Prevention;https://apps.apple.com/us/app/zocdoc-find-and-book-doctors/id391062219;https://play.google.com/store/apps/details?id=com.zocdoc.android&hl=en;https://play-lh.googleusercontent.com/42anC5ob40AL7gQHRR7YDa0FhBOqqybtQ-HJEfRvTBbbS0Zy9Hd4RwqPNdZzy7s_CLU=s48-rw;Find doctors and book appointments online.
